class,class_encoded,conversation
갈취 대화,1,야 야 좋은말로 할때 놓고 가라 이거 아빠가 다 사주신거에요 아니 그냥 빌리겠다고 신발 빨리 벗고 가 아 진짜 안되는데 야 왜 내가 만만하냐 놓고 가라고 제발요 지랄하지말고 가진거 다 내놔 제발 돌려주세요 뭘 되돌려줘 줘 이새끼야 안돼요
협박 대화,0,야 너가 게임 팀킬장인 맞냐? 응 맞는데 뭐. 왜 불렀는데 키도 조그마해서 초등학생도 절대 못 이길 덩치구만. 형이 햄버거 사줄테니까 기분풀고 빨리 집에 가렴. 야 클랜전이었는데 너 때문에 망한거잖아. 니가 덕분에 우리 클랜 랭킹도 내려갔더라? 기분 좋냐? 야 설마. 너 그거 때문에 그러냐? 애가 게임이랑 현실이랑 구분 못 하네. 그니까 너가 방구석 히키코모리처럼 사는거 아니냐? 그래 말을 할 수 있을 때 계속 애기해봐. 그래 말 할 수 있을 때까지 내가 너 누군지 모르지만 제발 게임이랑 현실이랑 현실 구분을 좀 해라. 그러다 사람 죽이게 생겼다? 왜 랭킹 떨어졌다고 사람 죽이게? 잘아네. 내가 현질해서 거기까지 올려놨구만 너가 다 망쳤는데 책임져야지. 근데 니가 실컷 떠든것처럼 난 게임이랑 현실 구분 못 하니까 그냥 그냥 게임처럼 죽여볼게. 진짜 바로죽나 야 너 왜이래. 게임이 일 뿐인데 다음부터 안 그럴게. 랭킹 높여놔 줄게. 애초에 너가 그렇게 말했으면 바로 넘어갔을텐데. 왜 사람 자존감도 깍아내려가지고. 그 다음 게임에서는 이 총 한번 헤드샷 날리면 바로바로 쓰러지러더라? 덕분에 실제로도 그런지 테스트 해볼 만한 수 도 있게 됐네 야 고맙다. 고마워. 너 왜 그렇게 이래. 총은 지금 또 어디서 난거야. 그거 빨리 내려놔. 너 그러다가 범죄자 된다니까?
갈취 대화,1,야 야 저기 지나가는 그 애가 좀 잘 산다며?? 예. 형님 제가 우리 학교에서 잘 산다는 애 중에 하나입니다. 맞습니다. 어리버리하긴 해도 집안 하나는 끝내 준다고 하더라구요 그래 제가 좀 불러와라 예 형님!! 야 너 잠깐만. 우리 형님이 저 좀 보시잰다. 네 저를요? 왜요?? 말에 토달지 말고 가보면 알거 아냐 따라와 야 너네 집이랑 좀 산다며? 우리가 놀아야지 하는데 그게 뭐가 없어서 무슨 말이야 지갑 좀 빌려주라 이러지 마세여 전 돈 없어요 아 그래? 그럼 가방 뒤져서 돈 나오면서 1000원에 얼굴 한대 맞는다? 맞고 줄래. 곱게 줄래??
직장 내 괴롭힘 대화,2,최대리는 이제 살 좀 좀 빼야지 그래 사람이 좀 너무 좀 좀 둔해 보이네 살 좀 빼는 그런 게 좀 어때 운동을 하고 있습니다 회사 일이 바쁜데 운동할 시간은 있나봐? 일은 제대로 하지도 않으면서 칼퇴는 잘만 하잖아요 죄송합니다 운동을 많이 하는 게 아니라 먹는 걸 좀 줄이라는 거야 사무실에서 쩝쩝거리기는 하고 말이야 죄송합니다 말로만 맨날 죄송하다고 하면 뭐해
기타 괴롭힘 대화,3,새우버거 아 고객님 새우버거 말고 저희 가게는 쉬림프 치즈버거 있는데 그걸로 드릴까요? 아니 무슨 말이 그렇게 많아!! 아 죄송합니다. 가게 이름이 달라서 확인차 그래서 뭐를 더 준다는말이야? 주면 주라는대로 줘! 주문 받았을때는 먹기 불편하실까봐 그냥 확인한것뿐입니다. 죄송합니다 아 뭐가 다르냔말이야!!!!!!!! 1 아 새우가 들어간건 같은데 치즈도 안 들어가있고 그냥 치즈를 빼고 주면 될꺼아냐!!!!!!!!!!!!!!! 이 멍청아 무슨말이 그렇게 많아 죄송합니다.
기타 괴롭힘 대화,3,야 너 손가락 장애 뭐?? 귀도 장애있냐? 왜 못알아들어 너 너 지금 뭐라했어 왜? 장애보고 장애라고 하는게 잘못이야? 당장 사과해 싫은데 내가왜? 너 가만안둘꺼야? 정말 무섭네 꺼져
기타 괴롭힘 대화,3,철중아? 안녕! 야! 너 왜 이렇게 카톡방 나갔는데 다시 초대하고 지랄이야?! 야! 지랄이라고 했냐?! 많이 컸네 이 새끼가 버러지 같은 게 아직도 정신을 못 차렸나보지 하. 진짜 개빡치게 하네 머저리들 주제에 저 새끼가 뭐라고 하는거냐?! 머저리래 주제 파악 못하는 모지리는 너 아니냐 닥치고 있을 것이지 어디서 계속 깝치길 깝쳐?! 나도 계속 이러면 가만히 있지 않을거야!! 어쩔 할 건데?! 어쩔거냐고!! 엄마 아빠한테도 이를거야! 이런 개찌질한 짓이라도 하려고?!
협박 대화,0,저기 저기요 할아버지 여기 버스 안이기도도 한데 환기도 잘 안되니까 마스크 좀 좀 써주세요. 너가 지금 뭔데 나보고 쓰라 말아야? 나한테 뭐 해준거 있어? 그게 아니고 이제 버스에서 원래 마스크 안쓰면 내리시거나 벌금 내셔야 된다고 해요. 그래서 뭐 어쩌라고. 지금 나 내좇을 수 밖에 뭐 있는 사람 있어? 그럼 여기서 내리세요 제가 직접 직접 내려드릴게요. 공공장소인데 남한테 피해주면 안되시죠. 너를 내가 죽여버릴거야. 각오해. 마스크? 그거 평생 마스크를 안 쓰게 만들어줄게. 근데 그게 뭔 소리세요. 그런 말 함부러 하시면 안되죠. 아무리 연세가 많으시다고 해도. 그니까 애초에 왜 자꾸 내 신경을 건드려. 내가 지금은 이렇게 조용하지만 어릴적에는 여럿 패고 다녔어. 오랜만에 힘 좀 써야하네. 협박하시면 바로 신고하실거고요. 마스크 하나 써달라고 했다고. 그렇게 말씀하시지 마세요. 내가 지금 뭐라고 어떻게 말하던 무슨 상관인가? 실제로 죽일것도 아닌데. 오늘 저녁에 죽을거 같을 때 신나게 신고하던지 끌끌
기타 괴롭힘 대화,3,사진 봐 못생겼다 이런 댓글 달지 마세요 팩트인데 뭐 얼굴 토나온다 사진 뭐야? 눈이 너무 너무 많이 작아 다 신고할 겁니다. 무슨 죄로? 빻았다 진짜뭐야 얼굴이 메기 닮음 메기
갈취 대화,1,너 왜 돈 많냐? 돈 좀 빌리자. 돈은 안 갚을 거잖아. 내가 왜 빌려줘야 돼?. 아 이 쪼잔하게. 그럼 확 뺏어? 아니. 이게 무슨. 뺏을까 빌려줄래? 둘 다 싫은데. 돈 지금 가지고. 있는 거 다 내놔. 안돼. 제발. 그냥 조금만 더 빌리는 거야. 알겠지? 하. 이럴 이럴 수가
갈취 대화,1,친구야 어.? 무슨 일이야? 너 오늘 화장했어??? 아응. 좀 더 잘먹었다 뭐썼어? 아 이거 이번 신상아니야? 너 너무 이쁘다 나 갖구 싶어 아 별로 안비싸던데 그래? 별로 안비싸니까 니가 하나만 새거사면 되겠다 그치? 어?. 그건. 얼른 줘 친구야
기타 괴롭힘 대화,3,어이 아가씨!! 저 아세요.? 이쁜데 어디 살아? 저리 가세요. 아 비싸게 굴지 말고. 몸매 죽이는데? 절대 따라오지 마세요!! 아 그러지 말고 나 좀 따라와 봐. 재밌는 거 보여줄게. 따라오지는 마시라고요!!! 더럽게. 너무 비싸게 구네!! 좀만 따라오라고!! 이거 놔요!!!!!
직장 내 괴롭힘 대화,2,아니 인재씨 회사가 만만해요? 그게 무슨 말씀이세요 차장님 지난주에 저한테 사직 고려중이라고 말하지 않았나요 그건 제가 면담하다가 감정이 들어서 너무 욱해서 그랬습니다 그럼 왜 지금은 맘이 바뀌었습니까 네 그냥 그냥 다니기로 했습니다 죄송합니다 어휴 그럼 그때 사직서를 받아놨어야 되는데 죄송합니다 저는 인재씨 잘라버리고 싶어요. 일처리 똑바로 하세요 마음이 아프네요
갈취 대화,1,"저기요. 저 좀 도주세요. 무슨일이세요? 도와드릴께요. 다치신덴 없으세요? 감사합니다. 제가 지금 돈도 없고 어딘지도 모르겠어요. 아 그러시군요. 잠시 따뜻한 곳으로 옮기시죠 덕분에 좀 살던 것 같네요. 감사합니다. 감사하면 보상을 꼭 해주셔야만 될 것 같은데. 네? 전 가진게 없어요. 나중에 잊지 않고 꼭 꼭 보답할께요. 자 그럼 다른것으로라도 꼭 보답해야지. 제가 그동안 그동안 뭐하러 당신을 도와줬겠습니까? 아. 진짜 잊지 않고 보답하겠습니다. 저도 좀 집으로 갈수있게 도와주세요. 그러니까 돈을 주던가, 다른걸로 보답을 하던가 하라고!!"
기타 괴롭힘 대화,3,어이 코털이 왜 왜? 아놔됐고 너 매점가서 곰보빵빵 두개에서 콜라하나 사와라 나 돈없어 돈없어? 그럼 내가 돈줄께 어 여기 1000원 줄테니까 빵두개 콜라하나 사고 나 거스름돈 거슬러와라 야 택도없어 야 뒤질래? 나 쌔벼서라도 갖고와 색키야 야
협박 대화,0,오빠 저랑 사귀어주세요. 오빠 신인때부터 제가 응원해왔고 오빠가 여기까지 다시 올라올수 있었던건 저 덕분이잖아요.! 무슨 소리야. 무서운 그런 소리하지말고 당장 내 앞에서 그만. 꺼져. 아니면. 나 매니저 부르고 경찰에 신고할거야. 오빠. 팬사인회에서 나 사랑한다면서요. 무대때도 내 쪽 쳐다봤으면서.! 난 너 누구인지 기억도 못 하겠고 그런적 없어. 제발 내 팬이라면 이제 가줘 제발. 오빠. 내가 오빠 앞에서 죽어버렸으면 좋겠어요? 오빠는 내 팬 죽는거 너무 보고싶어요.? 너 손에 그거 뭐야. 당장 내려놔. 위험해. 오빠랑 사랑할수가 없다면 전 다 죽어버릴거에요. 신문사 기자한테도 다 소문 퍼트려놨어요. 오빠가 저 임신시키고 낙태시켰다구요. 너. 정말 미쳤구나. 소름끼친다.! 나 경찰 불렀고. 너 곧 잡혀갈거야. 좋은 말 할때 그 칼 내려놔. 오빠.? 나 오빠가 어제 연예인 랑 같이 데이트하는거 봤어요. 오빤. 날. 배신했네.? 난 오빠만 바라봤는데. 비참해. 죽어버릴거야!!! 손목 그을거야. 오빠도 같이 나랑 천국 가. 다음생에 다시 만나면 우리 오빠 평생 사랑해요. 악 제발 다가오지 마!!!
기타 괴롭힘 대화,3,아 김여사 진짜 짜증나네 아줌마! 차 좀 빨리 아! 죄송합니다! 제가 초보운전이라. 아 진짜 아줌마가 이게 뭔 운전이야 집에서 밥이나 해야 할 것이지 나와서 민폐 끼치네 이 말이 너무도 심한 거 아녜요.? 뭐? 이 새끼 아줌마가 너무 겁 상실했고만 김여사 앞으로 운전하지말고 집에서 같이 애나 키우면서 남편 내조나 잘해 여자가 이게 뭔 운전이야 저런 사람을 다 봤나! 하 어이가 없어서
기타 괴롭힘 대화,3,야 빵좀 사와 미안해 나영아 나 오늘은 돈이 없어? 아니 이 미친놈이 그럼 다른 나라 애들을 다 삥 뜯어서라도 구해와 아니 내가 어떡해 그렇게 하니 이 새끼가 대들어? 그럼 빵을 삥 좀 훔쳐서라도 오라고 미친것아? 너 이상해 도대체 왜 그러는거야 아니 근데 왜 이 미친것이 우리가 우습나 그냥 니가 만만하니까 그런거지 아 아 그렇구나 아 아 그렇구나 그런식으로 말만 하지말고 빨리 사와 쓰레기야
직장 내 괴롭힘 대화,2,야 너 커피 좀 타와봐라 저 말씀 하시는 겁니까? 그래 여기서 그런 잡일을 할 사람이 너 말고 누가 있는데? 아 죄송합니다 지금 타오겠습니다 여기 타왔습니다. 야 어 씨 야 이거 뭐 먹으라고 탄 거 다 맞냐? 똑같은데 이 믹스커피를 무슨 이렇게 아무 맛대가리 없이 탔어 그리고 이거 뭐 나 혓바닥에 화상입어서 죽으라고 왜 이렇게 뜨겁게 탔냐? 아이고 죄송합니다. 최대한 정성 들여 탔는데 입맛에 안 맞아 맞아 맞으셔서 죄송해요. 어떻게 잘하는 일이 하나도 없어 내가 왜 다들 안쓰러워 지려고 한다. 어떻게 지금까지 잘 살아있냐 잘하는것도 없는데 죄송합니다 앞으로 더 노력하겠습니다. 당연히 더 노력해야지 너 지금 이렇게 살면 뭐 3년? 뒤에 집에서 백수로 살아야 해 너 받아줄 회사 없다고 똑바로해 네 알겠습니다 죄송합니다.
기타 괴롭힘 대화,3,야 저 사람봐봐 진짜 그 사람 티비에 나오는 못생긴 개그맨 닮지 않았냐? 야 나 진짜 못생겼다 헐 너무 크게 나와서 얘기했나봐 저기요 지금 저한테 말씀하신거에요??? 아닌데요 아 왜 그래요? 네 그냥 가던길로 가시면 안 될거같은데요?? 야 저 사람 못생긴 사람 대신에 귀는 밝은가봐 자기가 못생긴지 아나보네 저기요 저한테 하신말 맞네요? 저 지금 심각한 모욕감을 느끼고 있는데 빨리 사과하세요 네? 다른사람보고 한말인데요? 그쪽이 너무 예민한거 같은데요? 제가 다들었어요 그 두분들도 잘생기신편은 아닌거같은데 그런말할 권리가 어디있나요 대체?
직장 내 괴롭힘 대화,2,아니 김대리 도대체 일처리가 이모양이냐? 아니 제가 혹시 실수한거 알고 있나요? 아 말대꾸 따박따박 같네 죄송합니다. 야 내가 너 니네 친구로 보이냐? 아닙니다. 너 진짜 회사에서 사진 찍히고싶은거지? 죄송합니다 그런의도로 말한건 아닙니다 그냥 회사에서 쥐죽은듯이 살아 알겠습니다.
협박 대화,0,너 왜 내말 안듣는데? 들을게. 말만 그렇게 하고 니가 하는게 뭐 없는데? 너 그럴때마다 진짜 죽이고만 싶어 그래도 진짜 날 죽이고 싶다니. 진심이야. 나 칼로 너 찌를 수 있어. 못할것같냐? 진정해. 너같으면 진정되겠냐? 나 지금 당장 칼 가져올거야. 미안해. 계속 그런식이면 진짜 너 죽일거야 안그럴게
기타 괴롭힘 대화,3,니가 드디어 아들을 낳으니 내가 속이 다 시원하다. 네 아버지. 내가 그동안 명절마다 네 사돈에 안부를 전화할때마다 네가 네 역할을 다하지 못해서 얼마나 창피한 줄 알았니? 얼굴도 들지도 못했다. 아 아버지. 하아. 제가 더 한 살 만 고생이 심했어요. 니가 드디어 아기를 가졌으니 다행이야. 마침 아들이니 더욱 다행이고. 아 네. 네 아버지. 진짜 이 와서 너무 행복해요. 근데 너 시험관하느라 몇 년을 허비 한 거 알지? 니 나이가 몇인데 빨랑 둘째 가져. 네 아버지. 저 진짜 힘들게. 아기 가진거고 둘째 생각 없어요. 네가 제일 큰 딸인데. 그게 무슨 소리야? 빨랑 둘째를 더 가져라. 애 키우느라 쉰다매. 어차피 시간도 많은데 병원 다니면서 더 힘써라. 아버지. 애 키우는 것도 힘들어요. 정말.
협박 대화,0,"자네가 내일 삼송그룹 회장이 192억 탈세를 했다는 사실을 그 기사로 내보낸다는 기자인가? 네 맞습니다 좋은 사람 말로 할 때 그 기사 올리지 말게. 당신은 천호초 앞에 우미린의 아파트 602동 101호에 살고 당신네 자식은 8시35분 경에 등교를 하여 4시에 딩동댕피아노학원에 가지? 헉. 너 그걸 어떻게 지금까지 앞에 한 말 잘 들었을 거야. 우리가 왜 자네에게 이런 말을 많이 했는지 모르겠나? 제가 만약에 올리게 된다면 어떻게 되나요 저는 시민들의 알권리가 있고 대한민국을 당당히 밝히는 일이 제 직업적인 소명이기에 기자라는 직업을 택했습니다. 자네같은 기자만 수십 아니 하루에도 열 명씩 처리한다네. 이 세상엔 권력이면 자네 목숨값 하나정도야. 쉬워요 지금 안한다고만 하면 자네 목숨은 챙겨나갈 수 있지만, 내일이면 당신 포함 당신의 가족들 전부가 죽게될거야. 이 세상엔 엄청난 경찰들이 있지 않지는 않습니까? 분명 폭로한다고 했던 기자가 죽는 것을 보고 공론화되어서 당신들이 다 죽인게 탄로날거에요 말귀를 잘도 못알아 먹군. 자네가 이 세상을 바꿀 수 있을 거라 생각한다면 큰 큰 오산이야 멍청한 직업적 소명에요 내일 당장 목매달고 작별인사도 못 한 채로 산에 쳐 묻히기 싫으면 조용히 그 파일을 넘기고 나가게 네 살려주세요"
