idx,class,conversation
26,일반 대화,"오늘 점심 식사는 뭐할 거야 키키
뭐 먹을지 고민이야 키키 넌 뭐 먹을 거야
나도 이제 막 일어나서 입맛 없음 키키
키키 나도 키키 아직 아침도 안 먹었엉 키키
나도 키키 일단 첵스 초코 먹고 시작할까 싶다 키키
오 좋지 키키 역시 아침은 시리얼 키키
맞아 간단하게 키키 아 혼자 사니까 밥 먹을 걱정이 제일이다
키키 챙겨 먹기 귀찮지 않아?
진짜 귀찮지 키키 그래도 엄마가 국 보내줘서 그거 먹는 중
오 키키 그래도 잘 챙겨 먹고 있나 보네
그럼 키키 딱 얼려 가지고 보내주심 키키
키키 그게 먹기 진짜 간편하고 좋아
맞아 키키 니도 혼자 살아가 또 고민이겠네 키키
키키 난 이제 챙겨 먹는 걸 넘어서서 안 먹어 키키 귀찮아서
어휴 니 더 살 빠지겠다 ㅜㅜ
키키 코시국으로 인해 미각 실종 키키"
27,일반 대화,"지금 사는 집은 주택이라고 했나? 키키
본가는 주택이야 키키 너도 본가 주택?
아 옹 우리도 시골에 컨테이너 짓고 삼 키키
오호 키키 전원주택인 거야? 키키 마당 있는?
옹 맞아 키키 그냥 제 끝 집이라서 그냥 점거하고 살아 키키
키키 오 뭔가 경관 대게 좋을 거 같아
맞아 키키 아빠 시골 들어가고 눈이 좋아졌어 키키
아 진짜? 키키 오 역시 자연 경관
맞아 키키 그래서 나중에 늙으면 시골 들어가고 싶음
키키 아무래도 시골은 느리게 돌아가니까 맘의 여유도 생길 테고 좋은 듯
맞아 키키 그런데 지금은 가기 싫어 키키 심시해
키키 젊은이들에겐 넘나리 고요한 것
진짜 키키 너무 심심하다 키키 주민들 계속 집에 와서 놀고 고스톱 치고
키키 또래는 잘 없지?
키키 내가 제일 어리다 가면 뭔가 할 일이 진짜 많다 키키
키키 어후 잡일은 다 너 담당이겠네"
28,일반 대화,"자동차 요새 뭐 사고 싶노 키키
키키 이번에 현대에 캐스퍼? 경차로 새로 나왔던데
오? 나도 봄 키키 그거 여자들한테 인기 많겠더라
근데 경차 치고 비싸서 말 많대 키키
아? 진짜? 키키 이런 더 기능이 좋지 않을까?
그 돈이면 베뉴 사니마니 하나 봐
아 진짜? 키키 가격은 못 봤네
풀 옵션이 1800이라더라 키키 근데 베뉴가 1500부터 시작하거든 키키
헐 키키 뭐야 진짜 그러면 베뉴지
키키 근데 경차 혜택 받을 수 있는 게 크지 키키
그건 그래 키키 경차 혜택 괜찮지
베뉴는 소형차라 키키 아쉽게도 경차 혜택은... 키키
키키 아 이런 그게 문제였네 키키
캐스퍼 사고 싶긴 하더라 키키
키키 나도 요새 이제 차가 필요한 것 같아서 키키 찾아 보는 중
경차 혜택이 좋아서 경차 살까 싶다가도 모닝은 싫었거든 키키"
29,일반 대화,"취업 준비 잘하고 있는 중? 키키
키키 아니 안하고 있어 키키 넌 어때?
나도 키키 일단 드라마 못 본 거 몰아 보는 중 키키
키키 오 추석 연휴니까 키키 일단 쉬어 가자 키키
옹 키키 일단 쉬자 키키 쉬어야 또 움직일 힘이 생기지
맞아 맞아 키키 연휴라 뭔가 하기도 싫어 키키
정말 키키 아무것도 하고 있지 않은데 더 하고 싶지 않다 키키
키키 맞아 키키 남들 쉬면 원래도 쉬고 있었지만 더 쉬고 싶어지는 걸요
맞아 키키 휴 그냥 백수에게 연휴나 그냥 날이나 상관은 없지만
맞아 키키 연휴라 대구 텅 비어있을 거 같은데 나가고 싶네 키키
키키 오호 그런데 문 연 곳이 있으려나
응 키키 많을 걸? 지금 대목이라 땡기는 집 많을 듯
오 그런가 키키 코로나 때문에 많이 못 벌어서
키키 금욜에 시내 보니까 사람 많더라
와 진짜? 키키 저번에 나갔을 때는 유령 도시인 줄 알았는데
키키 금욜 저녁에는 어쩔 수 없는 불금 인가 봐"
30,일반 대화,"취업 안 되면 다시 군대 갈까 키키
키키 다시 갈 수 있어?
키키 다시  갈 수는 있는데 키키 내보다 밑인 얘들이 내보다 위가 됐네? 키키
아 키키 그러면 좀 진지하게 생각을 해봐야 겠는데?
키키 진짜 그게 빡치는 거 알제 키키
알지 키키 그거 못 참지 절대 키키
키키 휴 진짜 그냥 사회에 있어야지 키키
키키 넘나리 힘든 청추닝에요
키키 맞아 이 청춘 정말 언제 끝나나
키키 밑에서는 겁나 치고 올라오고 아 진짜 빡센 세대에 태어나서
그러니까 키키 밑에 얘들은 스펙 왜 그렇게 좋냐? 키키
그러니까 말이야 우리 땐 대학생 때 놀았는데
맞아 키키 대학교 1, 2는 무조건 노는 거 아니라? 키키
요즘은 고딩 때부터 스펙 만들어서 올라오더라
와 진짜 키키 그러니까 상대가 되나
거 넘 한 거 아니오 정말... 우린 첨부터 취업 절벽이었는데"
31,일반 대화,"우리 때 공교육부터 잘못된 건가 키키
키키 우리 때가 아직 성장기였어서 그런 거 같아
그런갑다 우리 때는 뭐 없었는데 키키
우리 때까지 쉼 없이 바쁘게 달려왔는데 지금은 선진국도 되고 돌아 볼 여유가 생긴 거지
그런갑다 진짜 ㅜㅜ 휴 시대를 잘못 타고 났나 키키
키키 지금 20대 초반 애들 취업할 때 쯤 취업 쉬워질 듯...
그러니까 진짜 이제 사람도 별로 없고
대학 커트 라인 겁나 낮아져서 요즘 30대들 다시 재 입학 하는 사람들 많다잖아
와 키키 나도 다시 갈까 요새 새로운 학과 많이 생겼던데
나도 경제적으로 여유가 있으면 다시 재 입학 하고 싶더라
그러게 나 다녔던 학과는 사라졌는데 재 입학? 키키
키키 편입도 괜찮을 듯 키키 대학생 때 성적 가지고 키키
아... 그건 좀 처참한데? 키키
내 친구 수능 안 치고 대학생 때 성적으로 재 입학 함
아? 대박이네 그럴 수 있구나? 키키
키키 나도 처음 알았어 무조건 수능 쳐야 하는 줄"
32,일반 대화,"너희 부모님은 막 교육에 열정적이었어?
아버지가 완전... 키키 숨 막힐 정도로 키키
아 진짜? 키키 난 막내라서 그런가 그냥 내팽겨져 있어
키키 막내의 특권이라고도 볼 수 있다 생각해
그런가 봐 키키 다들 누나 결혼하고 하니까 정신 없어서
아 그럴 수도 키키 내팽겨져서 섭섭했어? 키키
아니 아주 좋았음 키키 자유다 키키
키키 그치? 역시 키키 막내가 좋았어 키키
맞아 키키 그래도 아주 누나의 심부름꾼이었지
키키 특권을 누리려면 대가가 필요해 키키
휴 그렇겠지 키키 진짜 누나는 심했다 키키
키키 나이 차 좀 많이 나지?
키키 엉 10살 차이 키키 술 먹고 들어오면 맨날 떡볶이 사오라고 하고
키키 반항은 절대 불가 키키
맞아... 그래 놓고 사 오면 자고 있어... 그러면 내가 다 먹어...
키키 착한데? 누나가 진짜 편했겠다 키키"
33,일반 대화,"누나들은 어떻게 결혼하나 했더니 매형들이 착해
키키 누나들이 보는 눈이 있네
키키 정말 착한 사람들만 데리고 왔어 미안할 정도로 키키
키키 그 정도야? 동병상련을 느껴? 키키
키키 정말 키키 매형들한테 미안하군 키키
키키 나도 성격이 있어서 착한 사람 원츄 키키
키키 정말 니도 잘 골라서 가라 키키
키키 주위에 착한 사람 어디 없나요?
진짜 키키 내 친구들 괜찮나 키키
키키 착하니? 다들 착해?
엉 착한데 막 대구 아들이라서 표현이 좀 키키
아 표현? 전형적인 경상도 남자?
엉 키키 딱 경상도 남자다 키키 그런데 또 뒤에서 챙기긴 또 다 챙기는데 표현을 못해
키키 아 거절할게요 키키 전 표현해주는 사람이 좋거든요
키키 그러니까 그래서 아들이 연애를 못해요
키키 고치길 바래요~ 고치기 힘들겠지만"
34,일반 대화,"니도 강아지 키우는 거 좋아하나?
나 완전 사랑하지 키키 강아지 주인 하고 싶어
오 대박 키키 낸주 우리 시골에 놀러 온나 개 많다 키키
아 진짜? 키키 완전 좋음 키키 너희 집도 개 키워?
옹 키키 우리는 다 집 지키는 개들 키키
오 존멋 키키 다음에 북구 커플이랑 다같이 여행 가도 괜춚?키키
키키 오호 좋지 키키 와서 일도 좀 도와주고 하하
아 키키 수확 철이 있구나? 키키
사과즙 기다리고 있어 키키
옹 키키 10월 말 쯤 수확하고 나면 11월에는 먹을 수 있을껴 키키
얼른 먹고 싶다 키키 사과즙 맛있다며?
맛있어 키키 나오면 바로 알려줄게
좋아 좋아 키키 10월에 넌 불려가겠군 키키
옹... 난 이제 농부로 전환 키키
키키 그거 김태리 나온 영화 생각난다 무슨 포레스트?
아 맞아 그거 잼썼는데 키키 그런 느낌
키키 좋다 일하면서 머리 식혀 키키"
35,일반 대화,"운동은 뭐 좋아하는 거 있어? 키키
키키 좋아하는 운동이 생겼으면 좋겠어 넌?
키키 난 축구 좋아하는데 코로나 때문에 못하네 키키
아 키키 진짜 많이 아쉽겠다 뛰다니면서 스트레스 푸는 건데
그러니까 키키 그런데 또 축구는 사람 부딪치면서 하니까
축구 하거든 조심해서 해 우리 아빠도 축구 좋아하시는데 하시다가 인대 끊어짐
아 헐 ㅜㅜ 진짜 위험하긴 하다 아버님은 괜찮으셔?
인대 끊어지면 진~짜 아프다더라 지금은 괜찮으셔
헐 ㅜㅜ 진짜 안 그렇겠나 조심해야지 위험한 운동이야
그러니까 키키 다치는 건 한 순간이니까
맞아 ㅜㅜ 그래도 난 운동 신경이 좋아서 안 그러지 키키
너도 몸 조심하면서 운동해 주위 잘 살피면서 키키
옹 키키 내가 다 물리친다 키키
키키 아직 체력 쌩쌩한데?
당연하지 키키 다 뚫고 지나간다 키키
키키 빨리 코시국 나아져서 좋아하는 축구 다시 하길 바라"
36,일반 대화,"축구 게임도 옛날에 많이 했었는데 키키
키키 옛날에 피파? 그거 유명했었지 키키
오 아네? 키키 그거 진짜 유명했지
사촌 오빠가 그 게임을 많이 했어 가지고 어릴 때 많이 구경했어 키키
오 키키 아 니는 안 하고? 키키
난 가르쳐 줘도 못하겠더라 키키
키키 아 또 그게 막 축구에 관심 있고 하면 더 재밌지
차라리 구경하는 게 더 재밌었어 키키 오빠까 잘하니까 키키
키키 아 그게 더 나을 수도 있겠다 키키
키키 게임을 잘했으면 재미있었을 텐데 키키
맞아 키키 난 요새 피씨방 좀 가볼까 싶네 키키
오호 키키 좋지 좋지 무슨 게임 하려고?
배그 키키 얘들이랑 하면 재밌다 키키
키키 추석이라 만남의 광장 되겠네 키키
그러니까 키키 진짜 다들 할 거 없어 가이고
키키 아 연휴 때 여행 다니고 그래야 하는데 말이지"
37,일반 대화,"어디로 여행 가고 싶노 키키
휴양지 간절하게 원츄 키키 넘나 간절
아 휴양지 키키 어디가 좋을까
사이판이나 괌? 키키 이번에 사람들 사이판 많이 가던데
와 대박 키키 거기 이제 백신 맞으면 갈 수 있다며
사이판이 한국인만 관광객으로 받아들인다 해 가지고
와? 쩌네? 왜지? 키키
자가격리 5일 하는데 말이 5일이지 호캉스래 키키
키키 와우? 키키 아주 좋은데? 당장 떠나자 키키
우리나라 방역수칙 잘 지키고 백신 접종률도 지금 1위거든
오 대박이네 키키 엄청 속도를 내고 있구만
외국에서도 한국은 인정 해준다는 거지 키키 그래서 한국인만 사이판에서 받는 거
오 대박이다 키키 사이판 계획을 세워봐야겠네
그것도 사이판에서 관광객 유치하려고 공짜로 이것저것 해 준다 나봐
오 키키 뭐지 조금 이따가 찾아봐야겠다
물론 이것도 한국인만 키키 우리나라 방역 대박"
38,일반 대화,"오늘은 날씨가 어떠려나 키키
키키 좋을 거 같다 일단 비 안 옴 키키
오 굿 키키 어제는 갑자기 비 와서 놀람
키키 날씨 진짜 미친 거 같아 키키
진짜 왜 이렇게 오락가락 키키
좋다가도 나빠지고 키키 옷 대체 어떻게 입어야 하는 거야
그러니까 키키 모르겠다 키키 낮에는 그래도 덥지 않을까 키키
금욜에 낮에는 초 겨울이더니 저녁에는 초 가을이더라
그러니까 키키 밤에는 이제 쌀쌀해
키키 오늘 새벽에 추워서 잠 깨더라
키키 아 진짜? 그거 뭐야 전기장판 켜고 자지
키키 켰는데 잠결에 껐나 봐 그땐 또 더웠나 봐
아? 키키 진짜 뭐 어떻게 해야 할지 모르겠너 키키
키키 그래서 이런 애매한 날씨 진짜 수면 방해야
맞아 진짜 키키 잠이라도 잘 자야 하는데
키키 숙면의 중요성 키키 잠자리 정말 중요 키키"
39,일반 대화,"추석 연휴라 그런가 교통사고 소식이 많네
아고... 기분 좋을 명절에... ㅜ
그러니까 ㅜㅜ 그래도 다들 명절 보내러 움직이나 보네
나도 몇 년 전에 명절에 고속도로에서 사고 났었는데
헐? 진짜? 어쩌다가? ㅜㅜ
그 때 이후로 허리 안 좋아졌어 키키
뒤에 차가 안전 거리 유지 안 하더라고
아 헐... 진짜 그 휴유증 오래 가잖아
뒤에 차가 불안불안 하더니 들이박음 키키
아 진짜 내가 운전 잘해도 옆에서 못하면
키키 1년 넘게 차만 타면 허리가 쎄했어 키키
아 진짜 ㅜㅜ 헐... 위험하다 진짜
휴유증이 생각보다 꽤 많이 오래가더라 키키
와 진짜... 생각도 하기 싫다 ㅜㅜ
키키 사고는 정말 순식간이더라 키키 못 피함
맞아 진짜 항상 기도하는 수밖에 키키
너도 본가 갈 때 조심해 키키"
40,일반 대화,"고령이랑 취약 직군한테 부스터샷 접종 하려나 봐
오호? 부스터샷 접종은 뭐야? 처음 들어봐
지금 2번 맞고 있는데 한번 더 맞는 건가 봐 키키
아 키키 한번 더... 한번 더 맞으면 더 아프겠네?
키키 그러니까 화이자 접종 하고 6개월 뒤에 또 맞는 걸로 생각하고 있나 봐
키키... 목숨이 중하긴 한디... 귀찮네
그러니까 키키  2차 아프다던데 3차는 미치는 거 아니야?
백신 맞고 나면 아프잖아 근데 그때 스케쥴 있으면 어떡하냐고 ㅠㅠ
그러니까 진짜 그런데 난 이번에 1차는 안 아프더라
키키 다행이네 1차 괜찮았다니까 2차가 걱정이야 키키
그러니까 키키 나 2차 맞고 사과 따로 가야 하는데
키키 무리하면 안되는데 우짬 키키
그러니까 키키 가서 도움 못 되고 누워 있는 거 아닌가 몰라
키키 어쩔 수 없지 뭐 ㅠㅠ 키키
키키 그건 그래... 아들이니까 봐주겠지
키키 너가 아주 큰 인력이긴 하지만 말이야 키키"
